Time - Plot 0,Amplitude - Plot 0
0.068,0.323367
0.0682,0.323367
0.0684,0.323367
0.0686,0.323367
0.0688,0.323367
0.069,0.323367
0.0692,0.325779
0.0694,0.325779
0.0696,0.325779
0.0698,0.325779
0.07,0.325779
0.0702,0.325779
0.0704,0.325779
0.0706,0.325779
0.0708,0.325779
0.071,0.325779
0.0712,0.325779
0.0714,0.325779
0.0716,0.325779
0.0718,0.323367
0.072,0.323367
0.0722,0.323367
0.0724,0.323367
0.0726,0.323367
0.0728,0.323367
0.073,0.323367
0.0732,0.323367
0.0734,0.323367
0.0736,0.325779
0.0738,0.325779
0.074,0.325779
0.0742,0.325779
0.0744,0.325779
0.0746,0.325779
0.0748,0.325779
0.075,0.325779
0.0752,0.325779
0.0754,0.325779
0.0756,0.325779
0.0758,0.323367
0.076,0.323367
0.0762,0.323367
0.0764,0.320955
0.0766,0.320955
0.0768,0.318543
0.077,0.318543
0.0772,0.318543
0.0774,0.318543
0.0776,0.318543
0.0778,0.316131
0.078,0.318543
0.0782,0.316131
0.0784,0.318543
0.0786,0.316131
0.0788,0.316131
0.079,0.316131
0.0792,0.316131
0.0794,0.316131
0.0796,0.316131
0.0798,0.316131
0.08,0.316131
0.0802,0.316131
0.0804,0.316131
0.0806,0.318543
0.0808,0.316131
0.081,0.316131
0.0812,0.318543
0.0814,0.318543
0.0816,0.318543
0.0818,0.318543
0.082,0.320955
0.0822,0.323367
0.0824,0.323367
0.0826,0.323367
0.0828,0.320955
0.083,0.320955
0.0832,0.320955
0.0834,0.320955
0.0836,0.320955
0.0838,0.320955
0.084,0.318543
0.0842,0.318543
0.0844,0.318543
0.0846,0.316131
0.0848,0.316131
0.085,0.316131
0.0852,0.316131
0.0854,0.316131
0.0856,0.316131
0.0858,0.316131
0.086,0.316131
0.0862,0.316131
0.0864,0.316131
0.0866,0.316131
0.0868,0.313719
0.087,0.316131
0.0872,0.316131
0.0874,0.316131
0.0876,0.316131
0.0878,0.316131
0.088,0.316131
0.0882,0.316131
0.0884,0.316131
0.0886,0.316131
0.0888,0.316131
0.089,0.318543
0.0892,0.318543
0.0894,0.318543
0.0896,0.318543
0.0898,0.318543
0.09,0.318543
0.0902,0.318543
0.0904,0.318543
0.0906,0.318543
0.0908,0.318543
0.091,0.318543
0.0912,0.318543
0.0914,0.318543
0.0916,0.318543
0.0918,0.316131
0.092,0.316131
0.0922,0.318543
0.0924,0.318543
0.0926,0.318543
0.0928,0.318543
0.093,0.316131
0.0932,0.318543
0.0934,0.318543
0.0936,0.318543
0.0938,0.316131
0.094,0.318543
0.0942,0.318543
0.0944,0.316131
0.0946,0.316131
0.0948,0.316131
0.095,0.316131
0.0952,0.318543
0.0954,0.316131
0.0956,0.316131
0.0958,0.316131
0.096,0.318543
0.0962,0.316131
0.0964,0.316131
0.0966,0.318543
0.0968,0.318543
0.097,0.318543
0.0972,0.318543
0.0974,0.318543
0.0976,0.318543
0.0978,0.318543
0.098,0.318543
0.0982,0.318543
0.0984,0.318543
0.0986,0.318543
0.0988,0.318543
0.099,0.318543
0.0992,0.318543
0.0994,0.318543
0.0996,0.316131
0.0998,0.318543
0.1,0.316131
0.1002,0.316131
0.1004,0.318543
0.1006,0.316131
0.1008,0.316131
0.101,0.316131
0.1012,0.318543
0.1014,0.316131
0.1016,0.316131
0.1018,0.316131
0.102,0.318543
0.1022,0.318543
0.1024,0.318543
0.1026,0.316131
0.1028,0.316131
0.103,0.318543
0.1032,0.318543
0.1034,0.318543
0.1036,0.316131
0.1038,0.316131
0.104,0.316131
0.1042,0.316131
0.1044,0.316131
0.1046,0.316131
0.1048,0.316131
0.105,0.318543
0.1052,0.318543
0.1054,0.318543
0.1056,0.318543
0.1058,0.318543
0.106,0.320955
0.1062,0.320955
0.1064,0.318543
0.1066,0.320955
0.1068,0.320955
0.107,0.320955
0.1072,0.320955
0.1074,0.323367
0.1076,0.320955
0.1078,0.320955
0.108,0.320955
0.1082,0.320955
0.1084,0.323367
0.1086,0.320955
0.1088,0.320955
0.109,0.320955
0.1092,0.318543
0.1094,0.318543
0.1096,0.318543
0.1098,0.316131
0.11,0.318543
0.1102,0.318543
0.1104,0.318543
0.1106,0.313719
0.1108,0.316131
0.111,0.318543
0.1112,0.318543
0.1114,0.318543
0.1116,0.318543
0.1118,0.318543
0.112,0.320955
0.1122,0.320955
0.1124,0.323367
0.1126,0.323367
0.1128,0.325779
0.113,0.325779
0.1132,0.325779
0.1134,0.325779
0.1136,0.325779
0.1138,0.325779
0.114,0.328191
0.1142,0.325779
0.1144,0.325779
0.1146,0.323367
0.1148,0.325779
0.115,0.325779
0.1152,0.325779
0.1154,0.325779
0.1156,0.325779
0.1158,0.328191
0.116,0.325779
0.1162,0.328191
0.1164,0.325779
0.1166,0.325779
0.1168,0.325779
0.117,0.325779
0.1172,0.325779
0.1174,0.325779
0.1176,0.323367
0.1178,0.325779
0.118,0.325779
0.1182,0.325779
0.1184,0.325779
0.1186,0.323367
0.1188,0.325779
0.119,0.328191
0.1192,0.325779
0.1194,0.325779
0.1196,0.323367
0.1198,0.323367
0.12,0.320955
0.1202,0.320955
0.1204,0.318543
0.1206,0.318543
0.1208,0.318543
0.121,0.318543
0.1212,0.318543
0.1214,0.318543
0.1216,0.316131
0.1218,0.316131
0.122,0.318543
0.1222,0.318543
0.1224,0.318543
0.1226,0.318543
0.1228,0.320955
0.123,0.320955
0.1232,0.320955
0.1234,0.323367
0.1236,0.323367
0.1238,0.325779
0.124,0.328191
0.1242,0.328191
0.1244,0.328191
0.1246,0.328191
0.1248,0.325779
0.125,0.328191
0.1252,0.328191
0.1254,0.328191
0.1256,0.325779
0.1258,0.325779
0.126,0.323367
0.1262,0.320955
0.1264,0.320955
0.1266,0.318543
0.1268,0.318543
0.127,0.316131
0.1272,0.316131
0.1274,0.316131
0.1276,0.316131
0.1278,0.316131
0.128,0.316131
0.1282,0.316131
0.1284,0.316131
0.1286,0.316131
0.1288,0.316131
0.129,0.316131
0.1292,0.316131
0.1294,0.316131
0.1296,0.316131
0.1298,0.318543
0.13,0.316131
0.1302,0.316131
0.1304,0.316131
0.1306,0.318543
0.1308,0.318543
0.131,0.320955
0.1312,0.318543
0.1314,0.320955
0.1316,0.323367
0.1318,0.323367
0.132,0.323367
0.1322,0.323367
0.1324,0.323367
0.1326,0.320955
0.1328,0.320955
0.133,0.320955
0.1332,0.318543
0.1334,0.316131
0.1336,0.316131
0.1338,0.316131
0.134,0.318543
0.1342,0.318543
0.1344,0.318543
0.1346,0.320955
0.1348,0.320955
0.135,0.320955
0.1352,0.320955
0.1354,0.318543
0.1356,0.320955
0.1358,0.320955
0.136,0.320955
0.1362,0.318543
0.1364,0.316131
0.1366,0.318543
0.1368,0.318543
0.137,0.318543
0.1372,0.318543
0.1374,0.316131
0.1376,0.318543
0.1378,0.318543
0.138,0.318543
0.1382,0.318543
0.1384,0.318543
0.1386,0.316131
0.1388,0.318543
0.139,0.318543
0.1392,0.318543
0.1394,0.316131
0.1396,0.316131
0.1398,0.316131
0.14,0.316131
0.1402,0.318543
0.1404,0.318543
0.1406,0.318543
0.1408,0.320955
0.141,0.320955
0.1412,0.323367
0.1414,0.323367
0.1416,0.323367
0.1418,0.323367
0.142,0.325779
0.1422,0.325779
0.1424,0.325779
0.1426,0.320955
0.1428,0.323367
0.143,0.323367
0.1432,0.320955
0.1434,0.318543
0.1436,0.316131
0.1438,0.316131
0.144,0.316131
0.1442,0.316131
0.1444,0.316131
0.1446,0.318543
0.1448,0.316131
0.145,0.318543
0.1452,0.318543
0.1454,0.316131
0.1456,0.318543
0.1458,0.316131
0.146,0.318543
0.1462,0.318543
0.1464,0.316131
0.1466,0.316131
0.1468,0.316131
0.147,0.318543
0.1472,0.318543
0.1474,0.318543
0.1476,0.320955
0.1478,0.320955
0.148,0.323367
0.1482,0.323367
0.1484,0.320955
0.1486,0.323367
0.1488,0.323367
0.149,0.323367
0.1492,0.323367
0.1494,0.320955
0.1496,0.323367
0.1498,0.320955
0.15,0.320955
0.1502,0.320955
0.1504,0.318543
0.1506,0.318543
0.1508,0.316131
0.151,0.316131
0.1512,0.316131
0.1514,0.316131
0.1516,0.316131
0.1518,0.318543
0.152,0.318543
0.1522,0.318543
0.1524,0.316131
0.1526,0.316131
0.1528,0.316131
0.153,0.316131
0.1532,0.316131
0.1534,0.316131
0.1536,0.318543
0.1538,0.320955
0.154,0.320955
0.1542,0.320955
0.1544,0.323367
0.1546,0.325779
0.1548,0.325779
0.155,0.328191
0.1552,0.328191
0.1554,0.325779
0.1556,0.328191
0.1558,0.328191
0.156,0.328191
0.1562,0.328191
0.1564,0.325779
0.1566,0.325779
0.1568,0.325779
0.157,0.325779
0.1572,0.323367
0.1574,0.320955
0.1576,0.320955
0.1578,0.318543
0.158,0.318543
0.1582,0.318543
0.1584,0.318543
0.1586,0.316131
0.1588,0.316131
0.159,0.318543
0.1592,0.318543
0.1594,0.316131
0.1596,0.316131
0.1598,0.316131
0.16,0.318543
0.1602,0.318543
0.1604,0.318543
0.1606,0.320955
0.1608,0.323367
0.161,0.325779
0.1612,0.325779
0.1614,0.325779
0.1616,0.325779
0.1618,0.328191
0.162,0.325779
0.1622,0.323367
0.1624,0.320955
0.1626,0.320955
0.1628,0.320955
0.163,0.320955
0.1632,0.320955
0.1634,0.320955
0.1636,0.323367
0.1638,0.323367
0.164,0.323367
0.1642,0.323367
0.1644,0.325779
0.1646,0.325779
0.1648,0.325779
0.165,0.328191
0.1652,0.328191
0.1654,0.325779
0.1656,0.328191
0.1658,0.328191
0.166,0.328191
0.1662,0.325779
0.1664,0.325779
0.1666,0.328191
0.1668,0.328191
0.167,0.328191
0.1672,0.328191
0.1674,0.323367
0.1676,0.325779
0.1678,0.323367
0.168,0.320955
0.1682,0.318543
0.1684,0.318543
0.1686,0.318543
0.1688,0.318543
0.169,0.318543
0.1692,0.316131
0.1694,0.318543
0.1696,0.318543
0.1698,0.318543
0.17,0.318543
0.1702,0.318543
0.1704,0.318543
0.1706,0.320955
0.1708,0.320955
0.171,0.320955
0.1712,0.323367
0.1714,0.323367
0.1716,0.325779
0.1718,0.325779
0.172,0.325779
0.1722,0.325779
0.1724,0.325779
0.1726,0.325779
0.1728,0.325779
0.173,0.328191
0.1732,0.325779
0.1734,0.325779
0.1736,0.325779
0.1738,0.325779
0.174,0.323367
0.1742,0.320955
0.1744,0.318543
0.1746,0.318543
0.1748,0.316131
0.175,0.318543
0.1752,0.318543
0.1754,0.318543
0.1756,0.320955
0.1758,0.323367
0.176,0.323367
0.1762,0.323367
0.1764,0.323367
0.1766,0.325779
0.1768,0.325779
0.177,0.323367
0.1772,0.323367
0.1774,0.323367
0.1776,0.323367
0.1778,0.323367
0.178,0.320955
0.1782,0.320955
0.1784,0.318543
0.1786,0.318543
0.1788,0.318543
0.179,0.316131
0.1792,0.316131
0.1794,0.318543
0.1796,0.318543
0.1798,0.318543
0.18,0.318543
0.1802,0.316131
0.1804,0.316131
0.1806,0.318543
0.1808,0.318543
0.181,0.318543
0.1812,0.320955
0.1814,0.320955
0.1816,0.320955
0.1818,0.323367
0.182,0.323367
0.1822,0.323367
0.1824,0.323367
0.1826,0.325779
0.1828,0.325779
0.183,0.325779
0.1832,0.325779
0.1834,0.325779
0.1836,0.325779
0.1838,0.325779
0.184,0.325779
0.1842,0.325779
0.1844,0.325779
0.1846,0.325779
0.1848,0.323367
0.185,0.323367
0.1852,0.320955
0.1854,0.320955
0.1856,0.323367
0.1858,0.320955
0.186,0.318543
0.1862,0.318543
0.1864,0.318543
0.1866,0.318543
0.1868,0.320955
0.187,0.320955
0.1872,0.320955
0.1874,0.323367
0.1876,0.325779
0.1878,0.325779
0.188,0.325779
0.1882,0.325779
0.1884,0.328191
0.1886,0.328191
0.1888,0.328191
0.189,0.325779
0.1892,0.323367
0.1894,0.323367
0.1896,0.325779
0.1898,0.325779
0.19,0.325779
0.1902,0.325779
0.1904,0.325779
0.1906,0.325779
0.1908,0.328191
0.191,0.328191
0.1912,0.325779
0.1914,0.325779
0.1916,0.325779
0.1918,0.325779
0.192,0.323367
0.1922,0.323367
0.1924,0.320955
0.1926,0.320955
0.1928,0.320955
0.193,0.318543
0.1932,0.318543
0.1934,0.318543
0.1936,0.316131
0.1938,0.318543
0.194,0.316131
0.1942,0.316131
0.1944,0.318543
0.1946,0.318543
0.1948,0.318543
0.195,0.318543
0.1952,0.320955
0.1954,0.323367
0.1956,0.325779
0.1958,0.325779
0.196,0.325779
0.1962,0.325779
0.1964,0.325779
0.1966,0.325779
0.1968,0.328191
0.197,0.325779
0.1972,0.325779
0.1974,0.325779
0.1976,0.325779
0.1978,0.323367
0.198,0.320955
0.1982,0.320955
0.1984,0.318543
0.1986,0.318543
0.1988,0.318543
0.199,0.318543
0.1992,0.316131
0.1994,0.318543
0.1996,0.318543
0.1998,0.318543
0.2,0.318543
0.2002,0.318543
0.2004,0.318543
0.2006,0.318543
0.2008,0.320955
0.201,0.320955
0.2012,0.320955
0.2014,0.323367
0.2016,0.323367
0.2018,0.323367
0.202,0.325779
0.2022,0.325779
0.2024,0.325779
0.2026,0.325779
0.2028,0.328191
0.203,0.325779
0.2032,0.325779
0.2034,0.323367
0.2036,0.323367
0.2038,0.320955
0.204,0.320955
0.2042,0.320955
0.2044,0.320955
0.2046,0.323367
0.2048,0.323367
0.205,0.323367
0.2052,0.325779
0.2054,0.325779
0.2056,0.328191
0.2058,0.328191
0.206,0.325779
0.2062,0.325779
0.2064,0.328191
0.2066,0.325779
0.2068,0.325779
0.207,0.325779
0.2072,0.325779
0.2074,0.325779
0.2076,0.325779
0.2078,0.328191
0.208,0.325779
0.2082,0.325779
0.2084,0.328191
0.2086,0.328191
0.2088,0.328191
0.209,0.325779
0.2092,0.325779
0.2094,0.328191
0.2096,0.325779
0.2098,0.325779
0.21,0.323367
0.2102,0.323367
0.2104,0.323367
0.2106,0.323367
0.2108,0.323367
0.211,0.323367
0.2112,0.320955
0.2114,0.320955
0.2116,0.323367
0.2118,0.320955
0.212,0.320955
0.2122,0.320955
0.2124,0.320955
0.2126,0.323367
0.2128,0.323367
0.213,0.320955
0.2132,0.323367
0.2134,0.323367
0.2136,0.325779
0.2138,0.323367
0.214,0.323367
0.2142,0.323367
0.2144,0.325779
0.2146,0.323367
0.2148,0.323367
0.215,0.320955
0.2152,0.320955
0.2154,0.318543
0.2156,0.320955
0.2158,0.318543
0.216,0.316131
0.2162,0.318543
0.2164,0.316131
0.2166,0.316131
0.2168,0.318543
0.217,0.316131
0.2172,0.316131
0.2174,0.318543
0.2176,0.318543
0.2178,0.318543
0.218,0.316131
0.2182,0.316131
0.2184,0.318543
0.2186,0.316131
0.2188,0.316131
0.219,0.316131
0.2192,0.318543
0.2194,0.318543
0.2196,0.316131
0.2198,0.318543
0.22,0.318543
0.2202,0.318543
0.2204,0.318543
0.2206,0.318543
0.2208,0.318543
0.221,0.318543
0.2212,0.316131
0.2214,0.316131
0.2216,0.318543
0.2218,0.318543
0.222,0.318543
0.2222,0.320955
0.2224,0.320955
0.2226,0.320955
0.2228,0.323367
0.223,0.323367
0.2232,0.325779
0.2234,0.325779
0.2236,0.325779
0.2238,0.325779
0.224,0.325779
0.2242,0.325779
0.2244,0.325779
0.2246,0.325779
0.2248,0.325779
0.225,0.325779
0.2252,0.325779
0.2254,0.323367
0.2256,0.325779
0.2258,0.323367
0.226,0.320955
0.2262,0.320955
0.2264,0.323367
0.2266,0.323367
0.2268,0.320955
0.227,0.320955
0.2272,0.320955
0.2274,0.320955
0.2276,0.323367
0.2278,0.320955
0.228,0.323367
0.2282,0.323367
0.2284,0.325779
0.2286,0.325779
0.2288,0.325779
0.229,0.325779
0.2292,0.325779
0.2294,0.328191
0.2296,0.325779
0.2298,0.325779
0.23,0.325779
0.2302,0.325779
0.2304,0.325779
0.2306,0.325779
0.2308,0.323367
0.231,0.323367
0.2312,0.323367
0.2314,0.325779
0.2316,0.325779
0.2318,0.325779
0.232,0.325779
0.2322,0.325779
0.2324,0.328191
0.2326,0.328191
0.2328,0.328191
0.233,0.325779
0.2332,0.328191
0.2334,0.325779
0.2336,0.328191
0.2338,0.325779
0.234,0.325779
0.2342,0.328191
0.2344,0.325779
0.2346,0.328191
0.2348,0.325779
0.235,0.325779
0.2352,0.325779
0.2354,0.328191
0.2356,0.325779
0.2358,0.325779
0.236,0.325779
0.2362,0.325779
0.2364,0.325779
0.2366,0.328191
0.2368,0.325779
0.237,0.323367
0.2372,0.323367
0.2374,0.323367
0.2376,0.323367
0.2378,0.320955
0.238,0.320955
0.2382,0.323367
0.2384,0.323367
0.2386,0.320955
0.2388,0.323367
0.239,0.323367
0.2392,0.323367
0.2394,0.323367
0.2396,0.325779
0.2398,0.325779
0.24,0.325779
0.2402,0.325779
0.2404,0.328191
0.2406,0.325779
0.2408,0.325779
0.241,0.325779
0.2412,0.325779
0.2414,0.328191
0.2416,0.328191
0.2418,0.328191
0.242,0.325779
0.2422,0.328191
0.2424,0.328191
0.2426,0.328191
0.2428,0.325779
0.243,0.325779
0.2432,0.325779
0.2434,0.325779
0.2436,0.325779
0.2438,0.323367
0.244,0.325779
0.2442,0.325779
0.2444,0.325779
0.2446,0.325779
0.2448,0.323367
0.245,0.325779
0.2452,0.325779
0.2454,0.325779
0.2456,0.323367
0.2458,0.323367
0.246,0.323367
0.2462,0.323367
0.2464,0.323367
0.2466,0.323367
0.2468,0.323367
0.247,0.320955
0.2472,0.325779
0.2474,0.323367
0.2476,0.325779
0.2478,0.325779
0.248,0.323367
0.2482,0.325779
0.2484,0.325779
0.2486,0.325779
0.2488,0.325779
0.249,0.325779
0.2492,0.325779
0.2494,0.323367
0.2496,0.325779
0.2498,0.323367
0.25,0.323367
0.2502,0.320955
0.2504,0.320955
0.2506,0.318543
0.2508,0.318543
0.251,0.320955
0.2512,0.318543
0.2514,0.318543
0.2516,0.318543
0.2518,0.316131
0.252,0.318543
0.2522,0.318543
0.2524,0.318543
0.2526,0.318543
0.2528,0.318543
0.253,0.320955
0.2532,0.320955
0.2534,0.320955
0.2536,0.320955
0.2538,0.320955
0.254,0.320955
0.2542,0.320955
0.2544,0.320955
0.2546,0.323367
0.2548,0.320955
0.255,0.323367
0.2552,0.323367
0.2554,0.323367
0.2556,0.325779
0.2558,0.323367
0.256,0.325779
0.2562,0.325779
0.2564,0.325779
0.2566,0.325779
0.2568,0.325779
0.257,0.325779
0.2572,0.325779
0.2574,0.323367
0.2576,0.323367
0.2578,0.320955
0.258,0.323367
0.2582,0.320955
0.2584,0.320955
0.2586,0.320955
0.2588,0.318543
0.259,0.318543
0.2592,0.318543
0.2594,0.318543
0.2596,0.318543
0.2598,0.316131
0.26,0.316131
0.2602,0.316131
0.2604,0.318543
0.2606,0.316131
0.2608,0.316131
0.261,0.316131
0.2612,0.316131
0.2614,0.318543
0.2616,0.316131
0.2618,0.318543
0.262,0.318543
0.2622,0.318543
0.2624,0.318543
0.2626,0.318543
0.2628,0.318543
0.263,0.318543
0.2632,0.318543
0.2634,0.316131
0.2636,0.318543
0.2638,0.318543
0.264,0.318543
0.2642,0.318543
0.2644,0.318543
0.2646,0.318543
0.2648,0.316131
0.265,0.316131
0.2652,0.318543
0.2654,0.318543
0.2656,0.318543
0.2658,0.318543
0.266,0.320955
0.2662,0.320955
0.2664,0.320955
0.2666,0.323367
0.2668,0.320955
0.267,0.323367
0.2672,0.323367
0.2674,0.323367
0.2676,0.320955
0.2678,0.323367
0.268,0.325779
0.2682,0.323367
0.2684,0.323367
0.2686,0.323367
0.2688,0.323367
0.269,0.323367
0.2692,0.323367
0.2694,0.325779
0.2696,0.323367
0.2698,0.323367
0.27,0.325779
0.2702,0.325779
0.2704,0.325779
0.2706,0.323367
0.2708,0.325779
0.271,0.325779
0.2712,0.325779
0.2714,0.325779
0.2716,0.325779
0.2718,0.325779
0.272,0.328191
0.2722,0.328191
0.2724,0.328191
0.2726,0.328191
0.2728,0.325779
0.273,0.325779
0.2732,0.325779
0.2734,0.325779
0.2736,0.323367
0.2738,0.325779
0.274,0.323367
0.2742,0.323367
0.2744,0.323367
0.2746,0.323367
0.2748,0.323367
0.275,0.320955
0.2752,0.323367
0.2754,0.323367
0.2756,0.323367
0.2758,0.320955
0.276,0.320955
0.2762,0.323367
0.2764,0.320955
0.2766,0.320955
0.2768,0.320955
0.277,0.320955
0.2772,0.320955
0.2774,0.320955
0.2776,0.320955
0.2778,0.320955
0.278,0.320955
0.2782,0.320955
0.2784,0.318543
0.2786,0.318543
0.2788,0.318543
0.279,0.318543
0.2792,0.318543
0.2794,0.318543
0.2796,0.316131
0.2798,0.316131
0.28,0.318543
0.2802,0.318543
0.2804,0.318543
0.2806,0.318543
0.2808,0.318543
0.281,0.320955
0.2812,0.320955
0.2814,0.318543
0.2816,0.318543
0.2818,0.318543
0.282,0.316131
0.2822,0.318543
0.2824,0.318543
0.2826,0.318543
0.2828,0.318543
0.283,0.318543
0.2832,0.320955
0.2834,0.320955
0.2836,0.320955
0.2838,0.320955
0.284,0.320955
0.2842,0.320955
0.2844,0.320955
0.2846,0.318543
