L,,R,,G,,B
,143.000,2.000,166.000
,143.000,2.000,168.000
,144.000,3.000,169.000
,144.000,1.000,168.000
,146.000,3.000,170.000
,146.000,5.000,171.000
,143.000,2.000,168.000
,146.000,5.000,171.000
,146.000,5.000,171.000
,147.000,6.000,173.000
,147.000,6.000,173.000
,145.000,4.000,171.000
,145.000,4.000,171.000
,149.000,8.000,175.000
,146.000,4.000,174.000
,143.000,1.000,171.000
,148.000,6.000,176.000
,146.000,4.000,174.000
,144.000,2.000,172.000
,145.000,3.000,173.000
,145.000,3.000,173.000
,147.000,5.000,175.000
,146.000,5.000,172.000
,149.000,6.000,173.000
,151.000,8.000,175.000
,149.000,6.000,173.000
,152.000,9.000,176.000
,153.000,8.000,173.000
,151.000,6.000,171.000
,151.000,6.000,171.000
,155.000,9.000,172.000
,158.000,12.000,175.000
,162.000,13.000,175.000
,161.000,12.000,174.000
,162.000,12.000,172.000
,163.000,13.000,173.000
,160.000,10.000,169.000
,159.000,9.000,168.000
,163.000,13.000,172.000
,163.000,13.000,172.000
,163.000,13.000,172.000
,161.000,11.000,168.000
,162.000,12.000,169.000
,161.000,12.000,166.000
,162.000,13.000,167.000
,161.000,12.000,166.000
,161.000,12.000,166.000
,161.000,12.000,164.000
,163.000,14.000,166.000
,161.000,12.000,164.000
,161.000,12.000,166.000
,164.000,15.000,169.000
,166.000,15.000,168.000
,165.000,14.000,167.000
,162.000,11.000,164.000
,158.000,7.000,160.000
,167.000,14.000,166.000
,163.000,10.000,162.000
,163.000,10.000,162.000
,166.000,13.000,165.000
,168.000,15.000,167.000
,163.000,10.000,162.000
,164.000,11.000,161.000
,168.000,14.000,162.000
,167.000,13.000,161.000
,169.000,13.000,159.000
,170.000,14.000,159.000
,170.000,14.000,159.000
,168.000,12.000,155.000
,168.000,12.000,155.000
,172.000,15.000,156.000
,174.000,17.000,158.000
,173.000,16.000,155.000
,172.000,15.000,154.000
,171.000,13.000,150.000
,173.000,15.000,152.000
,172.000,14.000,151.000
,173.000,15.000,152.000
,170.000,12.000,149.000
,177.000,16.000,154.000
,176.000,15.000,153.000
,174.000,12.000,149.000
,174.000,12.000,149.000
,178.000,14.000,149.000
,178.000,14.000,149.000
,179.000,15.000,148.000
,178.000,14.000,147.000
,179.000,15.000,148.000
,179.000,15.000,148.000
,179.000,15.000,148.000
,178.000,14.000,147.000
,180.000,14.000,148.000
,178.000,13.000,144.000
,179.000,12.000,144.000
,181.000,14.000,146.000
,183.000,13.000,146.000
,183.000,13.000,146.000
,181.000,11.000,144.000
,179.000,9.000,142.000
,181.000,11.000,144.000
,185.000,15.000,148.000
,185.000,13.000,147.000
,184.000,12.000,146.000
,185.000,13.000,147.000
,183.000,11.000,145.000
,184.000,9.000,146.000
,181.000,6.000,143.000
,181.000,6.000,143.000
,182.000,7.000,144.000
,184.000,9.000,146.000
,186.000,11.000,150.000
,184.000,9.000,148.000
,185.000,10.000,149.000
,182.000,7.000,146.000
,187.000,10.000,150.000
,187.000,10.000,150.000
,185.000,8.000,148.000
,185.000,8.000,150.000
,185.000,8.000,150.000
,186.000,7.000,151.000
,184.000,5.000,149.000
,184.000,4.000,151.000
,187.000,7.000,154.000
,188.000,6.000,153.000
,187.000,5.000,152.000
,187.000,5.000,152.000
,188.000,5.000,155.000
,189.000,6.000,156.000
,185.000,2.000,152.000
,183.000,0.000,150.000
,184.000,1.000,153.000
,188.000,5.000,157.000
,186.000,3.000,155.000
,185.000,2.000,154.000
,185.000,2.000,154.000
,186.000,3.000,157.000
,184.000,1.000,155.000
,185.000,2.000,156.000
,185.000,2.000,156.000
,187.000,3.000,159.000
,187.000,3.000,159.000
,185.000,1.000,157.000
,185.000,1.000,157.000
,185.000,1.000,157.000
,186.000,2.000,160.000
,185.000,1.000,159.000
,185.000,1.000,159.000
,185.000,1.000,159.000
,187.000,3.000,161.000
,186.000,2.000,162.000
,184.000,2.000,162.000
,183.000,1.000,161.000
,184.000,2.000,164.000
,183.000,1.000,163.000
,185.000,3.000,165.000
,182.000,0.000,162.000
,182.000,0.000,162.000
,184.000,2.000,165.000
,185.000,3.000,166.000
,184.000,2.000,165.000
,183.000,1.000,164.000
,183.000,1.000,164.000
,183.000,1.000,164.000
,183.000,1.000,164.000
,183.000,2.000,165.000
,182.000,1.000,164.000
,182.000,1.000,164.000
,182.000,1.000,166.000
,182.000,1.000,166.000
,182.000,1.000,168.000
,182.000,1.000,168.000
,183.000,2.000,169.000
,183.000,2.000,169.000
,182.000,0.000,170.000
,182.000,0.000,170.000
,183.000,3.000,172.000
,182.000,2.000,172.000
,182.000,2.000,172.000
,182.000,2.000,172.000
,181.000,1.000,171.000
,179.000,1.000,173.000
,178.000,2.000,173.000
,178.000,2.000,173.000
,177.000,1.000,174.000
,177.000,1.000,174.000
,176.000,0.000,175.000
,174.000,0.000,175.000
,174.000,0.000,177.000
,175.000,1.000,178.000
,175.000,0.000,179.000
,172.000,0.000,176.000
,172.000,0.000,176.000
,173.000,0.000,177.000
,173.000,0.000,178.000
,173.000,0.000,178.000
,172.000,1.000,178.000
,172.000,1.000,178.000
,172.000,0.000,180.000
,172.000,0.000,180.000
,172.000,0.000,180.000
,172.000,0.000,180.000
,172.000,0.000,180.000
,172.000,0.000,180.000
,172.000,0.000,180.000
,170.000,1.000,180.000
,170.000,1.000,180.000
,170.000,1.000,180.000
,170.000,1.000,180.000
,168.000,0.000,181.000
,168.000,0.000,181.000
,168.000,0.000,181.000
,168.000,0.000,181.000
,168.000,0.000,181.000
,167.000,0.000,180.000
